Month #,Month,Year,STORE TYPE,CATEGORY,SEGMENT,MANUFACTURER_1,BRAND_2,BARCODE,PACK SIZE,PACK unit, Value Sales , Units Sales ,REGION,STATE,CITY,STORE_ID,PRODUCT_ID,SUPPLIER_ID,DISTRIBUTION_CENTER,SALES_CHANNEL,BATCH_NUMBER,LOT_NUMBER,SUPPLIER_LEAD_TIME_DAYS,WAREHOUSE_ID,INVENTORY_STATUS,ORDER_STATUS,DATA_SOURCE,INGESTION_TIMESTAMP
11,Nov,2019,National discounter chains,Personal Hygiene,Sanitizer,R,V,7290011074173,20,EACH," 4,20,081 ","2,035",North,Delhi,New Delhi,ST00215,PRD347653,SUP0069,DC_MUM,E-Commerce,B551011,LOT90984,14,WH03,In Stock,Completed,Distributor Portal,13-07-2024 01:27
11,Nov,2019,National discounter chains,Laundry Detergents,Pods,R,V,7290011074180,20,EACH,"39,804",775,Central,Chhattisgarh,Raipur,ST01334,PRD153157,SUP0027,DC_MUM,Retail,B324400,LOT94618,6,WH04,In Stock,Completed,SAP ECC,08-02-2024 04:41
11,Nov,2019,Convenience stores,Stain Removal,Fabric Whitener,R,V,7290101866633,3000,ML,"3,253",11,West,Goa,Panaji,ST01275,PRD029787,SUP0052,DC_BLR,Retail,B502062,LOT54567,12,WH04,Low Stock,Completed,Retail POS,30-08-2024 05:40
11,Nov,2019,Convenience stores,Dishwashing,Liquid,S,S,7290013268891,3000,ML,"8,644",24,East,Odisha,Bhubaneswar,ST00488,PRD222692,SUP0065,DC_BLR,Wholesale,B243606,LOT76457,6,WH04,In Stock,Completed,Distributor Portal,07-09-2024 00:01
11,Nov,2019,Convenience stores,Laundry Detergents,Liquid,R,V,7290108200225,470,GR,229,1,East,Odisha,Bhubaneswar,ST01406,PRD287195,SUP0044,DC_DEL,Wholesale,B303112,LOT31026,12,WH02,In Stock,Completed,Retail POS,13-10-2024 04:52
11,Nov,2019,Convenience stores,Stain Removal,Stain Remover,R,V,7290108200232,470,GR,"1,969",11,South,TAMIL NADU,Chennai,ST01433,PRD711926,SUP0030,DC_BLR,E-Commerce,B231739,LOT14071,11,WH01,In Stock,Pending,Distributor Portal,30-03-2024 11:35
11,Nov,2019,Convenience stores,Laundry Detergents,Powder,R,V,7290101864127,750,ML,"1,622",8,South,Tamil Nadu,Chennai,ST01295,PRD051615,SUP0023,DC_KOL,Retail,B733221,LOT85662,8,WH04,Low Stock,Completed,Distributor Portal,09-06-2024 04:40
11,Nov,2019,Convenience stores,Laundry Detergents,Liquid,S,S,7290000286921,750,ML,597,3,East,West Bengal,Kolkata,ST01431,PRD733450,SUP0079,DC_MUM,Retail,B933883,LOT51577,10,WH02,In Stock,Completed,Retail POS,08-05-2024 16:07
11,Nov,2019,Convenience stores,Stain Removal,Fabric Whitener,S,S,7290005430602,750,ML,"4,496",20,South,Karnataka,Mysuru,ST01218,PRD708622,SUP0100,DC_DEL,Retail,B863856,LOT29213,5,WH05,Out of Stock,Pending,Retail POS,08-01-2024 20:21
11,Nov,2019,Convenience stores,Surface Cleaners,Kitchen,R,V,7290011074173,20,EACH,199,1,South,Telangana,Hyderabad,ST01465,PRD956143,SUP0083,DC_BLR,Retail,B448440,LOT83901,5,WH03,In Stock,Completed,SAP ECC,06-05-2024 00:08
12,Dec,2019,Small private market,Laundry Detergents,Powder,C,E,5412533002652,200,ML,"3,587",14,South,Andhra Pradesh,Vijayawada,ST00313,PRD735250,SUP0094,DC_CHN,Modern Trade,B890054,LOT70917,12,WH04,In Stock,Completed,SAP ECC,17-12-2024 02:13
12,Dec,2019,Small private market,Surface Cleaners,Bathroom,Y,Y,7290014905139,980,ML,"9,480",71,North,Punjab,Ludhiana,ST00079,PRD923793,SUP0016,DC_MUM,E-Commerce,B743216,LOT81224,12,WH01,In Stock,Completed,Distributor Portal,30-08-2024 18:55
12,Dec,2019,Small private market,Stain Removal,Stain Remover,R,V,7290101866633,3000,ML," 5,24,699 ","1,745",West,Goa,Panaji,ST00180,PRD120123,SUP0055,DC_DEL,Modern Trade,B671437,LOT65847,8,WH04,In Stock,Completed,Retail POS,17-06-2024 20:22
12,Dec,2019,Small private market,Stain Removal,Stain Remover,R,V,7290101866787,3000,ML," 1,13,736 ",351,Central,Chhattisgarh,Raipur,ST01004,PRD418960,SUP0018,DC_MUM,Retail,B970862,LOT26857,10,WH01,Out of Stock,Completed,Retail POS,20-01-2024 19:18
12,Dec,2019,Small private market,Dishwashing,Bars,R,V,7290108201543,2000,ML,"2,082",8,East,West Bengal,Kolkata,ST00675,PRD391958,SUP0090,DC_KOL,Retail,B779795,LOT40892,8,WH02,In Stock,Completed,Retail POS,27-10-2024 00:40
12,Dec,2019,Small private market,Personal Hygiene,Sanitizer,S,S,7290005425912,4000,ML,"15,575",50,Central,Madhya Pradesh,Indore,ST00014,PRD018945,SUP0017,DC_BLR,E-Commerce,B424404,LOT90495,9,WH01,In Stock,Cancelled,SAP ECC,16-11-2024 00:48
12,Dec,2019,Small private market,Stain Removal,Color Care,S,S,7290005430626,2000,ML,"89,897",388,East,Odisha,Bhubaneswar,ST00859,PRD746139,SUP0075,DC_BLR,Modern Trade,B920593,LOT12326,11,WH05,In Stock,Completed,Distributor Portal,14-03-2024 04:02
12,Dec,2019,Small private market,Laundry Detergents,Pods,S,S,7290013268891,3000,ML," 4,48,409 ","1,452",North,Haryana,Gurugram,ST00246,PRD377279,SUP0052,DC_BLR,E-Commerce,B451538,LOT80141,8,WH01,In Stock,Completed,Retail POS,17-03-2024 14:50
12,Dec,2019,Small private market,Stain Removal,Color Care,S,S,7290014397453,3000,ML,"59,941",195,Central,Madhya Pradesh,Indore,ST01038,PRD253565,SUP0045,DC_CHN,Wholesale,B500785,LOT47458,10,WH03,In Stock,Completed,Retail POS,15-03-2024 01:47
12,Dec,2019,Small private market,Stain Removal,Fabric Whitener,S,S,7290107280563,3000,ML,"18,361",59,West,Gujarat,Ahmedabad,ST00099,PRD975468,SUP0056,DC_KOL,E-Commerce,B565389,LOT16247,7,WH02,Low Stock,Completed,SAP ECC,18-06-2024 00:01
12,Dec,2019,Small private market,Air Care,Spray,Y,U,7290002921233,200,ML,"3,738",18,Central,Chhattisgarh,Raipur,ST00033,PRD760950,SUP0093,DC_CHN,E-Commerce,B642227,LOT13122,12,WH01,Low Stock,Completed,Distributor Portal,09-04-2024 21:25
12,Dec,2019,Small private market,Laundry Detergents,Pods,D,L,7290004147280,1,EACH,"1,067",9,South,Tamil Nadu,Madurai,ST01460,PRD156299,SUP0054,DC_KOL,Retail,B332790,LOT51728,10,WH04,In Stock,Returned,Retail POS,09-05-2024 23:17
12,Dec,2019,Small private market,Stain Removal,Stain Remover,P,J,7290006988003,1000,GR,"30,648",79,South,Tamil Nadu,Madurai,ST00257,PRD749644,SUP0009,DC_KOL,Wholesale,B827172,LOT58131,4,WH05,Reserved,Completed,SAP S/4HANA,11-02-2024 12:39
12,Dec,2019,Small private market,Dishwashing,Gel,J,F,7290006660350,1000,ML,"4,677",19,East,West Bengal,Kolkata,ST00034,PRD345638,SUP0113,DC_KOL,Modern Trade,B386207,LOT11112,5,WH03,In Stock,Completed,Retail POS,08-08-2024 15:04
12,Dec,2019,Small private market,Stain Removal,Fabric Whitener,Y,Y,7290109920153,840,GR,"1,301",5,East,Bihar,Patna,ST00019,PRD928438,SUP0017,DC_BLR,Retail,B693213,LOT65945,10,WH01,Reserved,Pending,Distributor Portal,12-04-2024 14:19
12,Dec,2019,Small private market,Surface Cleaners,Bathroom,S,S,7290000289458,250,ML,"2,442",15,South,Kerala,Thiruvananthapuram,ST01284,PRD439746,SUP0027,DC_BLR,Retail,B309163,LOT47625,3,WH01,In Stock,Completed,SAP ECC,20-08-2024 20:12
12,Dec,2019,Small private market,Laundry Detergents,Pods,S,S,7290003015597,250,ML,"13,890",63,Central,Madhya Pradesh,Indore,ST00589,PRD054168,SUP0037,DC_BLR,Retail,B827632,LOT24698,13,WH03,Out of Stock,Returned,Retail POS,24-08-2024 04:17
12,Dec,2019,Small private market,Stain Removal,Fabric Whitener,Unknown,I,3045201106004,150,ML,"2,166",10,West,Goa,Panaji,ST01440,PRD077086,SUP0022,DC_CHN,Retail,B876861,LOT77613,3,WH03,In Stock,Completed,SAP S/4HANA,27-02-2024 10:13
12,Dec,2019,Small private market,Stain Removal,Stain Remover,H,C,4015000031394,250,ML,"24,912",139,North,Uttar Pradesh,Lucknow,ST00137,PRD983599,SUP0072,DC_DEL,Retail,B504434,LOT99997,11,WH01,Low Stock,Returned,SAP S/4HANA,04-01-2024 06:10
12,Dec,2019,Small private market,Dishwashing,Bars,Y,A,48256214758,1000,GR,"10,168",42,East,Bihar,Patna,ST00359,PRD647203,SUP0067,DC_KOL,Modern Trade,B335743,LOT28143,9,WH04,Reserved,Completed,Retail POS,12-02-2024 15:24
12,Dec,2019,Small private market,Personal Hygiene,Handwash,Y,A,7290002921332,75,GR,"11,957",84,East,Odisha,Bhubaneswar,ST00754,PRD856992,SUP0038,DC_CHN,E-Commerce,B600623,LOT64429,12,WH04,Out of Stock,Completed,Distributor Portal,12-09-2024 01:10
12,Dec,2019,Small private market,Personal Hygiene,Sanitizer,G,Z_,7297174000025,40,GR,"17,150",138,East,Odisha,Bhubaneswar,ST01140,PRD032772,SUP0099,DC_BLR,Modern Trade,B128673,LOT84244,11,WH04,In Stock,Pending,Retail POS,15-01-2024 11:19
12,Dec,2019,Small private market,Stain Removal,Color Care,R,V,7290108200201,1350,GR,"2,336",8,Central,Chhattisgarh,Raipur,ST00404,PRD402938,SUP0096,DC_BLR,Retail,B625259,LOT16636,7,WH01,In Stock,Completed,SAP S/4HANA,20-03-2024 15:48
12,Dec,2019,Small private market,Laundry Detergents,Pods,R,V,7290108200218,1350,GR,299,1,Central,Madhya Pradesh,Indore,ST01226,PRD182214,SUP0072,DC_DEL,Retail,B131356,LOT65566,6,WH02,In Stock,Completed,SAP S/4HANA,10-07-2024 11:10
12,Dec,2019,Small private market,Dishwashing,Gel,R,V,7290108200225,470,GR," 1,94,847 ","1,265",South,Telangana,Hyderabad,ST01400,PRD592944,SUP0044,DC_BLR,Retail,B828304,LOT22335,3,WH01,Low Stock,Completed,Retail POS,14-08-2024 05:26
12,Dec,2019,Small private market,Dishwashing,Bars,Unknown,V,7290108200232,470,GR," 1,52,680 ","1,080",North,Uttar Pradesh,Lucknow,ST00250,PRD358769,SUP0091,DC_KOL,Modern Trade,B354068,LOT15472,2,WH02,In Stock,Returned,Distributor Portal,26-06-2024 08:01
12,Dec,2019,Small private market,Laundry Detergents,Pods,R,V,7290108201574,1620,GR,"16,037",50,Central,Chhattisgarh,Raipur,ST00446,PRD087884,SUP0096,DC_MUM,Wholesale,B294434,LOT94248,4,WH04,Low Stock,Completed,SAP S/4HANA,25-08-2024 01:38
12,Dec,2019,Small private market,Personal Hygiene,Handwash,R,V,7290108201857,1620,GR,"78,011",259,Central,Madhya Pradesh,Indore,ST00954,PRD118129,SUP0036,DC_BLR,Retail,B246980,LOT89347,12,WH01,In Stock,Pending,Distributor Portal,04-09-2024 13:31
12,Dec,2019,Small private market,Personal Hygiene,Wipes,S,S,7290108351491,720,GR,"16,948",86,South,Tamil Nadu,Coimbatore,ST00278,PRD137949,SUP0098,DC_DEL,Modern Trade,B870484,LOT51234,7,WH04,In Stock,Returned,SAP S/4HANA,25-11-2024 01:31
12,Dec,2019,Small private market,Surface Cleaners,Kitchen,U,R,7290000339191,350,GR,"63,057",285,South,Tamil Nadu,Coimbatore,ST00112,PRD503240,SUP0025,DC_MUM,Wholesale,B425942,LOT53188,14,WH01,In Stock,Completed,SAP ECC,22-08-2024 08:43
12,Dec,2019,Small private market,Dishwashing,Bars,B,O,7290006784506,750,ML,"5,428",65,East,BIHAR,Patna,ST01497,PRD806336,SUP0095,DC_KOL,Retail,B873335,LOT14566,12,WH04,In Stock,Completed,Distributor Portal,18-02-2024 00:54
12,Dec,2019,Small private market,Air Care,Diffuser,R,V,7290101864127,750,ML," 3,58,310 ","2,365",Central,Madhya Pradesh,Indore,ST00746,PRD349472,SUP0042,DC_KOL,Retail,B609488,LOT38420,12,WH03,In Stock,Completed,SAP ECC,16-01-2024 05:15
12,Dec,2019,Small private market,Stain Removal,Fabric Whitener,S,S,7290000286907,750,ML,"5,852",24,East,Bihar,Patna,ST00688,PRD485789,SUP0111,DC_KOL,Wholesale,B860820,LOT36023,13,WH01,In Stock,Completed,Retail POS,13-08-2024 05:10
12,Dec,2019,Small private market,Surface Cleaners,Bathroom,S,S,7290000286921,750,ML,"97,654",551,Central,Chhattisgarh,Raipur,ST00392,PRD214943,SUP0013,DC_DEL,Modern Trade,B923512,LOT89801,13,WH02,In Stock,Completed,SAP ECC,18-03-2024 18:36
12,Dec,2019,Small private market,Dishwashing,Liquid,S,S,7290003015580,700,ML,254,1,North,Haryana,Gurugram,ST00969,PRD605483,SUP0056,DC_MUM,Retail,B178394,LOT83827,13,WH04,Low Stock,Completed,Distributor Portal,20-08-2024 06:32
12,Dec,2019,Small private market,Laundry Detergents,Powder,S,S,7290005430602,750,ML," 4,85,795 ","2,647",North,Delhi,New Delhi,ST00143,PRD161756,SUP0079,DC_KOL,Retail,B986331,LOT41181,6,WH05,Reserved,Pending,Retail POS,18-06-2024 07:59
12,Dec,2019,Small private market,Stain Removal,Fabric Whitener,S,S,7290012823657,750,ML,"11,751",89,East,West Bengal,Kolkata,ST01056,PRD853932,SUP0118,DC_BLR,Modern Trade,B196600,LOT71317,7,WH02,In Stock,Completed,SAP S/4HANA,12-09-2024 02:25
12,Dec,2019,Small private market,Stain Removal,Stain Remover,Y,H,7290006618931,750,ML,"9,943",62,South,Karnataka,Mysuru,ST00181,PRD560190,SUP0051,DC_MUM,Retail,B143085,LOT95827,12,WH05,Low Stock,Completed,Distributor Portal,03-05-2024 22:27
12,Dec,2019,Small private market,Personal Hygiene,Wipes,Y,H,7290014905894,500,ML,"18,428",251,Central,Chhattisgarh,Raipur,ST00579,PRD841038,SUP0050,DC_KOL,Wholesale,B545558,LOT39207,8,WH04,In Stock,Completed,Retail POS,14-09-2024 19:57
12,Dec,2019,Small private market,Stain Removal,Color Care,R,V,7290011074173,20,EACH,"20,479",95,Central,Chhattisgarh,Raipur,ST00798,PRD648862,SUP0077,DC_MUM,Retail,B882179,LOT57193,8,WH01,In Stock,Completed,SAP S/4HANA,08-11-2024 16:23
12,Dec,2019,Private market minimarkets,Surface Cleaners,Kitchen,C,E,5412533002652,200,ML,270,1,East,West Bengal,Kolkata,ST00269,PRD232620,SUP0052,DC_BLR,Retail,B765214,LOT82169,4,WH01,In Stock,Completed,Distributor Portal,18-01-2024 12:21
12,Dec,2019,Private market minimarkets,Stain Removal,Stain Remover,R,V,7290101866633,3000,ML," 4,86,327 ","1,913",North,Uttar Pradesh,Lucknow,ST01260,PRD036571,SUP0116,DC_CHN,Retail,B701294,LOT15778,12,WH01,Low Stock,Completed,Distributor Portal,28-12-2024 14:13
12,Dec,2019,Private market minimarkets,Stain Removal,Color Care,Unknown,V,7290101866787,3000,ML," 1,80,023 ",715,East,Bihar,Patna,ST01301,PRD856879,SUP0033,DC_KOL,E-Commerce,B302049,LOT15434,11,WH05,Reserved,Completed,Retail POS,05-05-2024 11:27
12,Dec,2019,Private market minimarkets,Stain Removal,Color Care,R,V,7290108200188,940,ML,"5,590",29,North,Delhi,New Delhi,ST00553,PRD077752,SUP0095,DC_BLR,Wholesale,B995572,LOT80972,9,WH04,In Stock,Completed,SAP ECC,29-11-2024 06:05
12,Dec,2019,Private market minimarkets,Stain Removal,Stain Remover,R,V,7290108200195,940,ML,"7,838",40,East,West Bengal,Kolkata,ST00633,PRD461160,SUP0025,DC_DEL,E-Commerce,B881315,LOT66169,9,WH03,Low Stock,Completed,Retail POS,14-11-2024 03:46
12,Dec,2019,Private market minimarkets,Air Care,Diffuser,R,V,7290108201543,2000,ML,698,4,South,Telangana,Hyderabad,ST00275,PRD874589,SUP0112,DC_KOL,Retail,B321852,LOT93500,12,WH01,In Stock,Completed,Distributor Portal,25-01-2024 10:15
12,Dec,2019,Private market minimarkets,Stain Removal,Color Care,R,V,7290112000446,3470,ML,"2,327",8,West,Maharashtra,Pune,ST00743,PRD742873,SUP0058,DC_CHN,Wholesale,B598864,LOT78002,4,WH04,In Stock,Completed,Retail POS,20-05-2024 04:42
12,Dec,2019,Private market minimarkets,Personal Hygiene,Handwash,R,V,7290112000651,470,ML,550,2,East,Odisha,Bhubaneswar,ST00086,PRD210803,SUP0040,DC_BLR,E-Commerce,B975868,LOT95429,7,WH03,In Stock,Completed,Retail POS,26-03-2024 08:56
12,Dec,2019,Private market minimarkets,Surface Cleaners,Bathroom,S,S,7290005425912,4000,ML,"74,363",230,North,Uttar Pradesh,Lucknow,ST01087,PRD700298,SUP0087,DC_BLR,Retail,B983586,LOT72183,10,WH03,In Stock,Completed,Retail POS,20-04-2024 11:45
12,Dec,2019,Private market minimarkets,Dishwashing,Gel,S,S,7290005430626,2000,ML,"38,172",166,East,Odisha,Bhubaneswar,ST00404,PRD582491,SUP0038,DC_MUM,E-Commerce,B241621,LOT92921,2,WH04,In Stock,Completed,Retail POS,29-05-2024 20:11
12,Dec,2019,Private market minimarkets,Surface Cleaners,Multipurpose,S,S,7290012823596,2000,ML,-195,-1,East,West Bengal,Kolkata,ST00192,PRD583093,SUP0003,DC_KOL,E-Commerce,B662939,LOT54161,12,WH01,In Stock,Completed,SAP ECC,31-10-2024 05:42
12,Dec,2019,Private market minimarkets,Surface Cleaners,Bathroom,S,S,7290013268891,3000,ML," 5,62,816 ","1,967",South,Telangana,Hyderabad,ST01317,PRD238039,SUP0116,DC_CHN,E-Commerce,B405044,LOT47600,3,WH01,In Stock,Completed,Retail POS,12-03-2024 17:50
12,Dec,2019,Private market minimarkets,Laundry Detergents,Pods,S,S,7290014397453,3000,ML,"93,451",325,East,Odisha,Bhubaneswar,ST01055,PRD240185,SUP0016,DC_DEL,E-Commerce,B381679,LOT53977,3,WH02,In Stock,Completed,SAP ECC,30-11-2024 07:19
12,Dec,2019,Private market minimarkets,Stain Removal,Stain Remover,Unknown,S,7290107280563,3000,ML," 1,28,153 ",440,East,Bihar,Patna,ST01354,PRD073649,SUP0002,DC_MUM,Wholesale,B480971,LOT52796,6,,In Stock,Completed,Retail POS,19-03-2024 10:33
12,Dec,2019,Private market minimarkets,Dishwashing,Gel,Y,U,7290002921233,200,ML,"11,639",52,North,Delhi,New Delhi,ST00107,PRD917726,SUP0023,DC_KOL,E-Commerce,B172595,LOT51632,14,WH03,Low Stock,Completed,SAP ECC,11-01-2024 12:21
12,Dec,2019,Private market minimarkets,Personal Hygiene,Wipes,D,L,7290004147280,1,EACH,"1,156",11,North,Haryana,Gurugram,ST00622,PRD041910,SUP0098,DC_CHN,Retail,B296066,LOT50553,7,WH05,In Stock,Pending,Retail POS,26-07-2024 00:23
12,Dec,2019,Private market minimarkets,Personal Hygiene,Sanitizer,D,L,7290004147327,1000,GR,"1,909",11,East,Bihar,Patna,ST00276,PRD416977,SUP0030,DC_MUM,Wholesale,B360024,LOT99053,4,WH05,In Stock,Completed,SAP ECC,05-04-2024 07:04
12,Dec,2019,Private market minimarkets,Personal Hygiene,Handwash,J,F,7290006660350,1000,ML,"1,812",7,West,Goa,Panaji,ST00651,PRD288136,SUP0111,DC_CHN,Retail,B240271,LOT90870,5,WH01,In Stock,Completed,Distributor Portal,02-12-2024 18:12
12,Dec,2019,Private market minimarkets,Dishwashing,Gel,Y,Y,7290109920153,840,GR,"18,082",66,East,West Bengal,Kolkata,ST00556,PRD211386,SUP0010,DC_CHN,Wholesale,B571769,LOT14676,11,WH02,Reserved,Completed,Retail POS,25-06-2024 19:35
12,Dec,2019,Private market minimarkets,Air Care,Freshener,S,S,7290000289458,250,ML,"1,796",11,South,Kerala,Kochi,ST01106,PRD874953,SUP0065,DC_MUM,Wholesale,B879462,LOT31702,13,WH05,Out of Stock,Completed,SAP ECC,25-02-2024 14:55
12,Dec,2019,Private market minimarkets,Dishwashing,Liquid,S,S,7290003015597,250,ML,"5,060",28,North,HARYANA,Gurugram,ST01088,PRD056448,SUP0022,DC_MUM,Wholesale,B621907,LOT21507,14,WH01,Low Stock,Completed,SAP S/4HANA,06-02-2024 20:23
12,Dec,2019,Private market minimarkets,Surface Cleaners,Multipurpose,Y,I,3045201106004,150,ML,"3,799",19,East,West Bengal,Kolkata,ST00567,PRD595191,SUP0052,DC_KOL,Wholesale,B422767,LOT38536,3,WH02,In Stock,Pending,SAP S/4HANA,19-02-2024 02:37
12,Dec,2019,Private market minimarkets,Stain Removal,Color Care,Y,I,3045201107001,150,ML,"3,483",17,Central,Chhattisgarh,Raipur,ST00586,PRD963951,SUP0111,DC_MUM,Retail,B828976,LOT58488,13,WH05,In Stock,Pending,SAP ECC,28-04-2024 19:32
12,Dec,2019,Private market minimarkets,Surface Cleaners,Bathroom,Y,I,3045201108008,150,ML,"2,855",15,West,Goa,Panaji,ST00885,PRD273930,SUP0056,DC_KOL,Modern Trade,B616289,LOT71418,4,WH03,In Stock,Completed,SAP S/4HANA,20-12-2024 05:07
12,Dec,2019,Private market minimarkets,Stain Removal,Color Care,H,C,4015000031394,250,ML,"34,851",205,North,Delhi,New Delhi,ST00129,PRD636604,SUP0033,DC_CHN,Retail,B232107,LOT74599,13,WH05,Low Stock,Completed,SAP S/4HANA,15-07-2024 20:04
12,Dec,2019,Private market minimarkets,Stain Removal,Color Care,Y,A,48256214758,1000,GR,"23,104",102,South,Andhra Pradesh,Vijayawada,ST00256,PRD567994,SUP0089,DC_MUM,Retail,B418393,LOT68928,9,WH05,In Stock,Completed,SAP S/4HANA,09-02-2024 16:26
12,Dec,2019,Private market minimarkets,Air Care,Freshener,Y,A,7290002921332,75,GR,"35,791",264,Central,Chhattisgarh,Raipur,ST00934,PRD897429,SUP0086,DC_KOL,Modern Trade,B737644,LOT34601,6,WH05,Low Stock,Completed,SAP ECC,08-04-2024 16:46
12,Dec,2019,Private market minimarkets,Stain Removal,Fabric Whitener,G,Z_,7297174000025,40,GR,"26,002",213,Central,Madhya Pradesh,Indore,ST00231,PRD522866,SUP0080,DC_KOL,Modern Trade,B877604,LOT71950,3,WH05,In Stock,Pending,SAP S/4HANA,21-04-2024 13:42
12,Dec,2019,Private market minimarkets,Stain Removal,Stain Remover,R,V,7290108200201,1350,GR,"71,636",334,North,Delhi,New Delhi,ST01161,PRD490660,SUP0030,DC_DEL,Retail,B124399,LOT81848,11,WH01,In Stock,Completed,Distributor Portal,11-08-2024 18:42
12,Dec,2019,Private market minimarkets,Stain Removal,Color Care,R,V,7290108200218,1350,GR," 1,09,762 ",521,West,MAHARASHTRA,Mumbai,ST00863,PRD864019,SUP0082,DC_KOL,Retail,B674589,LOT90839,11,WH04,In Stock,Completed,Distributor Portal,15-07-2024 05:44
12,Dec,2019,Private market minimarkets,Personal Hygiene,Sanitizer,R,V,7290108200225,470,GR," 2,49,785 ","1,884",West,Goa,Panaji,ST01479,PRD234354,SUP0024,DC_KOL,Retail,B311291,LOT61172,12,WH03,In Stock,Completed,Retail POS,31-10-2024 10:45
12,Dec,2019,Private market minimarkets,Surface Cleaners,Bathroom,R,V,7290108200232,470,GR," 2,93,474 ","2,285",North,Delhi,New Delhi,ST00355,PRD278755,SUP0005,DC_DEL,Wholesale,B402151,LOT78714,3,WH04,In Stock,Completed,SAP S/4HANA,30-05-2024 03:31
12,Dec,2019,Private market minimarkets,Dishwashing,Gel,R,V,7290108201574,1620,GR,"52,871",174,South,Tamil Nadu,Chennai,ST00146,PRD267634,SUP0053,DC_BLR,Modern Trade,B829527,LOT75852,5,WH01,In Stock,Completed,Distributor Portal,15-03-2024 19:48
12,Dec,2019,Private market minimarkets,Air Care,Freshener,R,V,7290108201857,1620,GR,"29,686",99,Central,Chhattisgarh,Raipur,ST01057,PRD521853,SUP0101,DC_MUM,Retail,B223611,LOT91100,10,WH05,Low Stock,Completed,Distributor Portal,09-10-2024 13:24
12,Dec,2019,Private market minimarkets,Air Care,Diffuser,R,V,7290112002341,1350,GR,"7,368",21,West,Maharashtra,Pune,ST00260,PRD313148,SUP0055,DC_DEL,Wholesale,B448461,LOT50856,7,WH02,In Stock,Pending,Distributor Portal,01-04-2024 02:11
12,Dec,2019,Private market minimarkets,Stain Removal,Color Care,R,V,7290112002358,1350,GR,"11,024",36,Central,Chhattisgarh,Raipur,ST00087,PRD454850,SUP0023,DC_KOL,Retail,B218343,LOT45434,2,WH02,In Stock,Completed,SAP ECC,21-08-2024 14:52
12,Dec,2019,Private market minimarkets,Laundry Detergents,Powder,S,S,7290005427411,800,GR,"1,277",4,South,Karnataka,Bengaluru,ST00843,PRD097849,SUP0106,DC_KOL,Modern Trade,B196604,LOT60237,12,WH04,In Stock,Completed,SAP ECC,25-05-2024 10:48
12,Dec,2019,Private market minimarkets,Laundry Detergents,Liquid,S,S,7290108351491,720,GR,"35,246",184,South,Tamil Nadu,Madurai,ST00265,PRD130213,SUP0091,DC_MUM,Retail,B710424,LOT99565,5,WH02,In Stock,Completed,Retail POS,09-09-2024 14:10
12,Dec,2019,Private market minimarkets,Laundry Detergents,Pods,U,R,7290000339191,350,GR,"97,635",460,South,Kerala,Thiruvananthapuram,ST00392,PRD662737,SUP0119,DC_CHN,E-Commerce,B461233,LOT66402,4,WH04,Reserved,Completed,SAP S/4HANA,22-07-2024 03:33
12,Dec,2019,Private market minimarkets,Stain Removal,Stain Remover,B,O,7290006784506,750,ML,"5,367",68,South,Andhra Pradesh,Vijayawada,ST00232,PRD273047,SUP0076,DC_DEL,Retail,B573075,LOT46631,2,WH03,Out of Stock,Pending,Distributor Portal,08-09-2024 12:31
12,Dec,2019,Private market minimarkets,Air Care,Freshener,R,V,7290101864127,750,ML," 4,45,236 ","3,188",Central,Madhya Pradesh,Indore,ST00901,PRD146639,SUP0010,DC_BLR,Wholesale,B613323,LOT54012,7,WH02,In Stock,Completed,Distributor Portal,05-08-2024 02:35
12,Dec,2019,Private market minimarkets,Surface Cleaners,Kitchen,R,V,7290101865698,300,ML,"3,871",16,West,Gujarat,Ahmedabad,ST00588,PRD220493,SUP0098,DC_MUM,Modern Trade,B643274,LOT31344,11,WH05,In Stock,Completed,SAP ECC,25-07-2024 02:28
12,Dec,2019,Private market minimarkets,Stain Removal,Fabric Whitener,S,S,7290000286907,750,ML,"26,354",96,West,Gujarat,Ahmedabad,ST00447,PRD781765,SUP0033,DC_MUM,Retail,B145263,LOT84316,2,WH01,In Stock,Completed,Retail POS,24-12-2024 18:48
12,Dec,2019,Private market minimarkets,Dishwashing,Gel,S,S,7290000286921,750,ML,"98,037",704,Central,Madhya Pradesh,Indore,ST01153,PRD779162,SUP0080,DC_DEL,Retail,B106617,LOT51637,2,WH03,In Stock,Pending,SAP ECC,26-01-2024 07:30
12,Dec,2019,Private market minimarkets,Stain Removal,Stain Remover,S,S,7290003015580,700,ML,733,4,South,Andhra Pradesh,Vijayawada,ST01295,PRD967060,SUP0093,DC_KOL,Retail,B579445,LOT99607,8,WH02,In Stock,Completed,Retail POS,08-03-2024 01:06
12,Dec,2019,Private market minimarkets,Stain Removal,Stain Remover,S,S,7290005430602,750,ML," 6,72,246 ","3,937",West,Gujarat,Ahmedabad,ST01113,PRD814038,SUP0062,DC_KOL,Wholesale,B363502,LOT93769,2,WH02,In Stock,Completed,SAP S/4HANA,25-11-2024 16:26
12,Dec,2019,Private market minimarkets,Laundry Detergents,Pods,Unknown,S,7290012823657,750,ML,"21,128",183,North,Delhi,New Delhi,ST00466,PRD648404,SUP0082,DC_BLR,Retail,B732908,LOT74018,12,WH04,In Stock,Completed,Retail POS,20-12-2024 03:49
